groupid,game,crc,grade,notes
4924,5,0xDCC706AC,0,RGBA
4924,6,0xDCC706AC,0,RGBA
4924,4,0xDCC706AC,0,RGBA
4925,5,0x108C7AC3,0,RGBA
4925,6,0x108C7AC3,0,RGBA
4925,4,0x108C7AC3,0,RGBA
9866,5,0x4151C978,2,RGBA
9866,6,0x4151C978,0,RGBA
9867,5,0xBA134287,2,RGB1
9867,6,0xBA134287,0,RGB1
4932,5,0x4FD9E155,0,RGB1
4932,6,0x4FD9E155,0,RGB1
4933,6,0x53EE8A35,0,RGB1
4933,5,0x53EE8A35,0,RGB1
4934,6,0x6DAC1D22,0,RGB1
4934,5,0x6DAC1D22,0,RGB1
4935,6,0x9CD51E39,0,RGB1
4935,5,0x9CD51E39,0,RGB1
4936,5,0x41ED5438,0,RGB1
4936,6,0x41ED5438,0,RGB1
1643,5,0x15765D5E,0,RGB1
1643,6,0x15765D5E,0,RGB1
1644,4,0x25F281CB,0,RGB1
1644,6,0x25F281CB,0,RGB1
1645,4,0xD38B7D07,1,RGB1
1645,6,0xD38B7D07,0,RGB1
9871,5,0xFDE619DD,0,RGB1
9871,4,0xFDE619DD,0,RGB1
9875,5,0x80583349,0,RGB1
9875,6,0x80583349,0,RGB1
4945,6,0x301FF372,0,RGB1
4945,5,0x301FF372,2,RGB1
4946,6,0xF17CE918,0,RGB1
4946,5,0xF17CE918,1,RGB1
1647,6,0x907CBCD5,0,RGBA
1647,5,0x907CBCD5,1,RGBA
9878,6,0x9A3B59BF,0,RGB1
9878,5,0x9A3B59BF,2,RGB1
4952,6,0xEABDDEBB,0,RGBA
4952,4,0xEABDDEBB,0,RGBA
4954,6,0x4EAD71B2,0,RGBA
4954,5,0x4EAD71B2,0,RGBA
4956,6,0x39B8C4B9,0,RGBA
4956,5,0x39B8C4B9,0,RGBA
4976,5,0x61AB5189,0,RGB1
4976,4,0x61AB5189,0,RGB1
4977,5,0x42D0D1A6,0,RGBA
4977,4,0x42D0D1A6,0,RGBA
4978,5,0x2C8884FF,0,RGBA
4978,4,0x2C8884FF,0,RGBA
4980,5,0x3FF61AA1,0,RGB1
4980,6,0x3FF61AA1,0,RGB1
4981,5,0x137047E0,0,RGBA
4981,6,0x137047E0,0,RGBA
4982,5,0xEBFE903F,0,RGBA
4982,6,0xEBFE903F,0,RGBA
4985,6,0x0304BD73,0,RGBA
4985,4,0x0304BD73,0,RGBA
4986,5,0x663F0368,0,RGB1
4986,4,0x663F0368,0,RGB1
4987,5,0x71DE5965,0,RGB0
4987,4,0x71DE5965,0,RGB0
4988,5,0xA12226BA,0,RGBA
4988,4,0xA12226BA,0,RGBA
4989,5,0xB8B0825B,0,RGB1
4989,4,0xB8B0825B,0,RGB1
4990,5,0xFFEAC779,0,RGBA
4990,4,0xFFEAC779,0,RGBA
4991,5,0x9185C684,0,RGB1
4991,4,0x9185C684,0,RGB1
4992,5,0xBEF5E7AD,0,RGB1
4992,4,0xBEF5E7AD,0,RGB1
4993,5,0x05BD6537,0,RGBA
4993,4,0x05BD6537,0,RGBA
4994,5,0x7E0C24CE,0,RGBA
4994,4,0x7E0C24CE,0,RGBA
4995,5,0x0E1EFDBF,0,RGBA
4995,4,0x0E1EFDBF,0,RGBA
4996,5,0x3A8B7538,0,RGBA
4996,4,0x3A8B7538,0,RGBA
4998,5,0xC5F20386,0,RGBA
4998,6,0xC5F20386,0,RGBA
4999,5,0xAD83B67C,0,RGBA
4999,6,0xAD83B67C,0,RGBA
5000,5,0xC34F4AD3,0,RGB0
5000,6,0xC34F4AD3,0,RGB0
5001,5,0xD03F9FD7,0,RGBA
5001,6,0xD03F9FD7,0,RGBA
5002,5,0x7CA02992,0,RGBA
5002,6,0x7CA02992,0,RGBA
5003,5,0xAAB34298,0,RGB1
5003,4,0xAAB34298,0,RGB1
5004,5,0xEA170A7B,0,RGB1
5004,4,0xEA170A7B,0,RGB1
5005,5,0xFAAB266C,0,RGB1
5005,4,0xFAAB266C,0,RGB1
5006,5,0x3EEE677E,0,RGBA
5006,6,0x3EEE677E,0,RGBA
5007,5,0xD2337275,0,RGBA
5007,6,0xD2337275,0,RGBA
5007,4,0xD2337275,0,RGBA
5008,5,0xE893479D,0,RGBA
5008,6,0xE893479D,0,RGBA
5009,5,0xEE3B924D,0,RGBA
5009,6,0xEE3B924D,0,RGBA
5010,5,0x2F872970,0,RGBA
5010,4,0x2F872970,0,RGBA
5010,6,0x2F872970,0,RGBA
5011,5,0x3CFB2A99,0,RGBA
5011,6,0x3CFB2A99,0,RGBA
5012,5,0xA05AA880,0,RGBA
5012,6,0xA05AA880,0,RGBA
5013,5,0xA6B111A3,0,RGB1
5013,6,0xA6B111A3,0,RGB1
5014,5,0xD44651DF,0,RGBA
5014,6,0xD44651DF,0,RGBA
5015,5,0xD4D66B2A,0,RGBA
5015,6,0xD4D66B2A,0,RGBA
5018,6,0xD4D4FDB6,0,RGBA
5018,5,0xD4D4FDB6,0,RGBA
5018,4,0xD4D4FDB6,0,RGBA
5020,6,0xA4D0E961,0,RGB1
5020,5,0xA4D0E961,1,RGB1
5022,4,0x7570CC1C,0,RGBA
5022,5,0x7570CC1C,0,RGBA
1693,6,0xD6FDD2B0,0,RGBA
1693,4,0xD6FDD2B0,2,RGBA
1694,5,0x773CB0BA,0,RGBA
1694,6,0x773CB0BA,0,RGBA
1703,6,0xF4EC0BA5,0,RGBA
1703,5,0xF4EC0BA5,0,RGBA
1737,6,0xCF3E3261,0,RGBA
1737,4,0xCF3E3261,1,RGBA
1739,6,0x15306A0D,0,RGBA
1739,4,0x15306A0D,1,RGBA
1705,4,0x736264D4,0,RGB1
1705,5,0x736264D4,0,RGB1
1706,4,0xEBAD74CE,2,RGBA
1706,5,0xEBAD74CE,0,RGBA
1707,4,0xA4D51665,1,RGBA
1707,5,0xA4D51665,0,RGBA
1708,4,0x87D9A255,1,RGBA
1708,5,0x87D9A255,0,RGBA
1709,4,0x34E77D56,2,RGB1
1709,5,0x34E77D56,0,RGB1
1711,6,0xAA2EE261,0,RGBA
1711,4,0xAA2EE261,1,RGBA
1711,5,0xAA2EE261,0,RGBA
1712,6,0x9AA4AB3D,0,RGBA
1712,5,0x9AA4AB3D,1,RGBA
1713,4,0x0A09829A,1,RGBA
1713,5,0x0A09829A,0,RGBA
1714,4,0xA50B6722,1,RGBA
1714,5,0xA50B6722,0,RGBA
1717,6,0x35427715,0,RGBA
1717,4,0x35427715,2,RGBA
1718,6,0x7E19B51A,0,RGBA
1718,4,0x7E19B51A,2,RGBA
1718,5,0x7E19B51A,0,RGBA
1720,6,0xE6DC6330,0,RGBA
1720,4,0xE6DC6330,1,RGBA
1721,6,0xD892B171,0,RGBA
1721,4,0xD892B171,1,RGBA
1721,5,0xD892B171,0,RGBA
1723,4,0xF7897C78,1,RGBA
1723,5,0xF7897C78,0,RGBA
1724,4,0xA36F1FF3,0,RGB1
1724,5,0xA36F1FF3,0,RGB1
1725,4,0x4373B019,0,RGB1
1725,5,0x4373B019,0,RGB1
1726,4,0x268F721E,1,RGBA
1726,5,0x268F721E,0,RGBA
1727,4,0x60A6CF1A,1,RGBA
1727,5,0x60A6CF1A,0,RGBA
1728,4,0x00AB2CB5,1,RGBA
1728,5,0x00AB2CB5,0,RGBA
1729,4,0x6510A7E0,1,RGBA
1729,5,0x6510A7E0,0,RGBA
5057,4,0x56D2BCB6,0,RGB1
5057,5,0x56D2BCB6,0,RGB1
5058,4,0x8BA14260,3,RGB1
5058,5,0x8BA14260,0,RGB1
5059,4,0x674629BC,0,RGBA
5059,5,0x674629BC,0,RGBA
9889,6,0xE74139A5,0,RGB1
9889,5,0xE74139A5,0,RGB1
1730,4,0x35A3A996,0,RGB1
1730,5,0x35A3A996,0,RGB1
1731,4,0x6074131D,0,RGB1
1731,5,0x6074131D,0,RGB1
1732,4,0x87E29328,2,RGB1
1732,5,0x87E29328,0,RGB1
1733,4,0x15762BF3,1,RGBA
1733,5,0x15762BF3,0,RGBA
1735,4,0x6B4EAE7E,1,RGBA
1735,5,0x6B4EAE7E,0,RGBA
1736,4,0xCE7C4753,1,RGBA
1736,5,0xCE7C4753,0,RGBA
1738,4,0x8639F004,1,RGBA
1738,5,0x8639F004,0,RGBA
1740,4,0x1A0E0A4F,0,RGBA
1740,5,0x1A0E0A4F,0,RGBA
1743,5,0x218F64AF,0,RGBA
1743,4,0x218F64AF,1,RGBA
1744,4,0xB8171808,1,RGBA
1744,5,0xB8171808,0,RGBA
1745,4,0xB5760968,1,RGBA
1745,5,0xB5760968,0,RGBA
1747,4,0x93746143,1,RGBA
1747,5,0x93746143,0,RGBA
1748,4,0xAF119110,1,RGBA
1748,5,0xAF119110,0,RGBA
1751,5,0x0995224D,0,RGBA
1751,4,0x0995224D,1,RGBA
1753,4,0x47FC4D09,0,RGBA
1753,5,0x47FC4D09,0,RGBA
1758,4,0xDE3E19D5,1,RGB1
1758,5,0xDE3E19D5,0,RGB1
1759,4,0xFF60B479,1,RGBA
1759,5,0xFF60B479,0,RGBA
5078,5,0x6C6F0751,0,RGB1
5078,6,0x6C6F0751,0,RGB1
5079,6,0x60E0CE41,0,RGB1
5079,5,0x60E0CE41,0,RGB1
9896,6,0xC3BB8C5E,0,RGB1
9896,5,0xC3BB8C5E,0,RGB1
9897,6,0xB164BC81,0,RGB1
9897,5,0xB164BC81,0,RGB1
9899,6,0x929F835F,0,RGB1
9899,5,0x929F835F,0,RGB1
9905,5,0xB3FC9F90,2,RGBA
9905,6,0xB3FC9F90,0,RGBA
1760,6,0x9126957B,0,RGB1
1760,5,0x9126957B,0,RGB1
1761,6,0xF24811E8,0,RGB1
1761,5,0xF24811E8,0,RGB1
6760,5,0x922B4060,2,RGBA
6760,6,0x922B4060,0,RGBA
5116,4,0x7560A221,0,RGBA
5116,5,0x7560A221,0,RGBA
5117,4,0xC15682B0,0,RGBA
5117,5,0xC15682B0,0,RGBA
5117,6,0xC15682B0,0,RGBA
5119,6,0x0167E878,0,RGBA
5119,4,0x0167E878,0,RGBA
5119,5,0x0167E878,0,RGBA
5120,6,0x177E131C,0,RGBA
5120,4,0x177E131C,0,RGBA
5120,5,0x177E131C,0,RGBA
5124,6,0x9FB53003,0,RGB1
5124,4,0x9FB53003,0,RGB1
5124,5,0x9FB53003,0,RGB1
9919,6,0x6C295AC7,0,RGB1
9919,5,0x6C295AC7,0,RGB1
5128,5,0x7E9F8A11,0,RGBA
5128,6,0x7E9F8A11,0,RGBA
13706,5,0x68D15512,0,RGB1
13706,6,0x68D15512,0,RGB1
5130,5,0xD070DBB5,0,RGB1
5130,6,0xD070DBB5,0,RGB1
1778,5,0x151A202F,0,RGBA
1778,6,0x151A202F,0,RGBA
5139,4,0x358C4C63,0,RGBA
5139,5,0x358C4C63,0,RGBA
5140,4,0xDE8A26EF,0,RGBA
5140,6,0xDE8A26EF,0,RGBA
5141,4,0xA3293791,0,RGB1
5141,5,0xA3293791,0,RGB1
6396,4,0x2853C5C4,1,RGB1
6396,5,0x2853C5C4,0,RGB1
9939,4,0x15B452CC,0,RGB1
9939,6,0x15B452CC,0,RGB1
9939,5,0x15B452CC,0,RGB1
1796,4,0x9F02BC37,0,RGB1
1796,5,0x9F02BC37,0,RGB1
5148,4,0xC63F4B7B,0,RGBA
5148,5,0xC63F4B7B,0,RGBA
2010,5,0xBC84B818,4,RGB1
2010,6,0xBC84B818,0,RGB1
5153,4,0xE8D763DD,0,RGBA
5153,5,0xE8D763DD,0,RGBA
5157,5,0x5D648D6D,0,RGB1
5157,6,0x5D648D6D,0,RGB1
9466,5,0x9389F6E3,0,RGBA
9466,4,0x9389F6E3,2,RGBA
9467,5,0xF5225733,0,RGBA
9467,4,0xF5225733,2,RGBA
1835,5,0xC615CA1D,0,RGBA
1835,4,0xC615CA1D,1,RGBA
5170,4,0xB1A2ECF1,0,RGB1
5170,5,0xB1A2ECF1,0,RGB1
1857,5,0x3040C49C,0,RGBA
1857,4,0x3040C49C,2,RGBA
1859,4,0x64DF6A47,1,RGBA
1859,5,0x64DF6A47,0,RGBA
1879,4,0xF5BA4F6A,0,RGB1
1879,6,0xF5BA4F6A,0,RGB1
1891,6,0x530EF5FC,0,RGBA
1891,4,0x530EF5FC,1,RGBA
1895,6,0xC4CA92CD,0,RGBA
1895,4,0xC4CA92CD,1,RGBA
5186,5,0x2527AFFD,0,RGBA
5186,4,0x2527AFFD,0,RGBA
5187,5,0x12E0FD4C,0,RGB1
5187,4,0x12E0FD4C,0,RGB1
5188,5,0xCC28F739,0,RGB1
5188,4,0xCC28F739,0,RGB1
5189,4,0x6D6A0BEF,0,RGBA
5189,5,0x6D6A0BEF,0,RGBA
5190,4,0x5DE8B501,0,RGBA
5190,5,0x5DE8B501,0,RGBA
5191,4,0x245F720D,0,RGBA
5191,5,0x245F720D,0,RGBA
9948,5,0x89BF5AB5,0,RGB1
9948,6,0x89BF5AB5,0,RGB1
5193,5,0x9C401F98,0,RGB1
5193,6,0x9C401F98,0,RGB1
5195,5,0x68CCA5D2,0,RGB1
5195,6,0x68CCA5D2,0,RGB1
5195,4,0x68CCA5D2,0,RGB1
5196,6,0xBFBAC141,0,RGBA
5196,4,0xBFBAC141,0,RGBA
5196,5,0xBFBAC141,0,RGBA
5197,5,0x32986B09,0,RGB1
5197,6,0x32986B09,0,RGB1
5198,5,0x6FF5CDA0,0,RGB1
5198,6,0x6FF5CDA0,0,RGB1
5199,5,0xDC03416E,0,RGB1
5199,6,0xDC03416E,0,RGB1
5200,5,0x48AE1A4F,0,RGB1
5200,4,0x48AE1A4F,0,RGB1
5201,5,0x9C2ED5D6,0,RGB1
5201,4,0x9C2ED5D6,0,RGB1
5202,5,0xF07F01BB,0,RGB0
5202,6,0xF07F01BB,0,RGB0
5203,5,0xAA59E18B,1,RGBA
5203,6,0xAA59E18B,0,RGBA
5204,5,0x01B8E873,0,RGBA
5204,6,0x01B8E873,0,RGBA
5205,5,0x780C8229,0,RGB1
5205,6,0x780C8229,0,RGB1
5206,5,0x527CD36B,0,RGB1
5206,6,0x527CD36B,0,RGB1
5207,5,0x738DCAFA,2,RGBA
5207,6,0x738DCAFA,0,RGBA
5208,4,0x7D7D957F,0,RGBA
5208,5,0x7D7D957F,0,RGBA
5208,6,0x7D7D957F,0,RGBA
5209,5,0x2228E26E,0,RGB1
5209,6,0x2228E26E,0,RGB1
5210,5,0x64815ABC,0,RGB1
5210,6,0x64815ABC,0,RGB1
5211,5,0x6BF04981,0,RGB1
5211,6,0x6BF04981,0,RGB1
5212,5,0x81CCEFE9,0,RGB1
5212,6,0x81CCEFE9,0,RGB1
5213,5,0xCD6DC163,0,RGB1
5213,6,0xCD6DC163,0,RGB1
5214,6,0xFC1249E7,0,RGBA
5214,4,0xFC1249E7,0,RGBA
5214,5,0xFC1249E7,0,RGBA
5217,5,0x079DBC46,0,RGB1
5217,6,0x079DBC46,0,RGB1
5218,5,0xEAD99D15,0,RGB1
5218,6,0xEAD99D15,0,RGB1
5218,4,0xEAD99D15,0,RGB1
5220,5,0xD578B383,0,RGB1
5220,6,0xD578B383,0,RGB1
5221,5,0xCC88C0BD,0,RGB1
5221,6,0xCC88C0BD,0,RGB1
5222,5,0xE288F324,0,RGB1
5222,6,0xE288F324,0,RGB1
5223,5,0x75B74CEF,0,RGB1
5223,6,0x75B74CEF,0,RGB1
5224,4,0x80E8828F,0,RGB1
5224,6,0x80E8828F,0,RGB1
5226,5,0xCBAE7111,0,RGB1
5226,4,0xCBAE7111,0,RGB1
5227,5,0x6AC8CD8C,0,RGB1
5227,4,0x6AC8CD8C,0,RGB1
5228,5,0x8A12EABF,0,RGBA
5228,4,0x8A12EABF,0,RGBA
5229,5,0xE47179CE,0,RGBA
5229,4,0xE47179CE,0,RGBA
5230,6,0x8875E6C5,0,RGB1
5230,5,0x8875E6C5,0,RGB1
5231,5,0x03323B22,0,RGBA
5231,4,0x03323B22,0,RGBA
5232,5,0xC0E3E24D,0,RGBA
5232,4,0xC0E3E24D,0,RGBA
5233,6,0xA0FB650B,0,RGB1
5233,5,0xA0FB650B,0,RGB1
5233,4,0xA0FB650B,0,RGB1
5234,6,0xDDF9AB05,0,RGB1
5234,5,0xDDF9AB05,0,RGB1
5234,4,0xDDF9AB05,0,RGB1
5235,6,0xF1D81F06,0,RGB1
5235,5,0xF1D81F06,0,RGB1
5235,4,0xF1D81F06,0,RGB1
5236,5,0x96247A9B,0,RGBA
5236,4,0x96247A9B,0,RGBA
5237,6,0x147E720A,0,RGBA
5237,5,0x147E720A,0,RGBA
5237,4,0x147E720A,0,RGBA
5238,4,0xA472BDB9,0,RGBA
5238,5,0xA472BDB9,0,RGBA
5239,4,0xEA461D13,0,RGB1
5239,5,0xEA461D13,0,RGB1
5240,6,0x8B9B2F4F,0,RGBA
5240,4,0x8B9B2F4F,0,RGBA
5240,5,0x8B9B2F4F,0,RGBA
5241,6,0x77F1CEB7,0,RGBA
5241,4,0x77F1CEB7,0,RGBA
5241,5,0x77F1CEB7,0,RGBA
5243,4,0xCC8DE911,0,RGB1
5243,5,0xCC8DE911,0,RGB1
5244,4,0x6402B61F,0,RGBA
5244,5,0x6402B61F,0,RGBA
5245,4,0x2B43B093,0,RGBA
5245,5,0x2B43B093,0,RGBA
5246,4,0xE6C34D16,0,RGB1
5246,5,0xE6C34D16,0,RGB1
5247,4,0xD2ABEC02,0,RGBA
5247,5,0xD2ABEC02,0,RGBA
5248,4,0xD3F497F2,0,RGB1
5248,5,0xD3F497F2,0,RGB1
5249,4,0x789F1213,0,RGB1
5249,5,0x789F1213,0,RGB1
5250,4,0xDC037298,0,RGBA
5250,5,0xDC037298,0,RGBA
5251,4,0xEC402E65,0,RGB1
5251,5,0xEC402E65,0,RGB1
5252,4,0xBBE7F640,0,RGB1
5252,5,0xBBE7F640,0,RGB1
5253,5,0x99912CB6,0,RGB1
5253,4,0x99912CB6,0,RGB1
5254,5,0x8FB0DEAF,0,RGB1
5254,4,0x8FB0DEAF,0,RGB1
5255,4,0xA8DC8410,0,RGB1
5255,5,0xA8DC8410,0,RGB1
5256,4,0x24BDCBE4,0,RGB1
5256,5,0x24BDCBE4,0,RGB1
5257,4,0xCEB46775,0,RGBA
5257,5,0xCEB46775,0,RGBA
5258,4,0x90B08B58,0,RGBA
5258,5,0x90B08B58,0,RGBA
5259,4,0x6B9A23CD,0,RGBA
5259,5,0x6B9A23CD,0,RGBA
5260,5,0x870F3299,0,RGBA
5260,6,0x870F3299,0,RGBA
1971,5,0x1B985FF3,0,RGBA
1971,4,0x1B985FF3,1,RGBA
1972,4,0x8E52D3CF,2,RGB1
1972,5,0x8E52D3CF,0,RGB1
1973,4,0x302A7CFD,0,RGB1
1973,5,0x302A7CFD,0,RGB1
1974,4,0xE77E58CF,0,RGB1
1974,5,0xE77E58CF,0,RGB1
5265,4,0x4FEDBA88,2,RGBA
5265,5,0x4FEDBA88,0,RGBA
5266,4,0x38639E24,2,RGBA
5266,5,0x38639E24,0,RGBA
680,4,0x80FBA26A,0,RGB1
680,6,0x80FBA26A,0,RGB1
680,5,0x80FBA26A,0,RGB1
1978,4,0x113D44FD,1,RGB1
1978,5,0x113D44FD,0,RGB1
1979,5,0x11CE4CCF,0,RGB1
1979,6,0x11CE4CCF,0,RGB1
1979,4,0x11CE4CCF,3,RGB1
1980,6,0x7AB60E9E,0,RGBA
1980,4,0x7AB60E9E,1,RGBA
1982,6,0xA1498562,0,RGBA
1982,4,0xA1498562,2,RGBA
1985,6,0xCD7B1E85,0,RGBA
1985,5,0xCD7B1E85,4,RGBA
1986,5,0x4C6C4344,0,RGB1
1986,6,0x4C6C4344,0,RGB1
1988,6,0x31B6BDBF,0,RGBA
1988,5,0x31B6BDBF,1,RGBA
1991,6,0x53E711DF,0,RGB1
1991,5,0x53E711DF,2,RGB1
1995,6,0xEAF55055,0,RGBA
1995,4,0xEAF55055,1,RGBA
1995,5,0xEAF55055,0,RGBA
1996,4,0xFE4373E9,0,RGB1
1996,5,0xFE4373E9,0,RGB1
1997,6,0x2923E5A8,0,RGB1
1997,4,0x2923E5A8,1,RGB1
1997,5,0x2923E5A8,0,RGB1
1431,5,0x82EDC596,0,RGB1
1431,4,0x82EDC596,0,RGB1
5282,5,0x9456DCA5,0,RGBA
5282,4,0x9456DCA5,0,RGBA
2002,5,0x2B16BBE4,0,RGBA
2002,4,0x2B16BBE4,1,RGBA
5284,4,0x9E441EC6,0,RGBA
5284,5,0x9E441EC6,0,RGBA
2012,4,0xA7EB63C7,1,RGBA
2012,5,0xA7EB63C7,0,RGBA
9479,4,0xA7A066FC,0,RGB1
9479,5,0xA7A066FC,0,RGB1
2013,4,0x709EB889,1,RGB1
2013,5,0x709EB889,0,RGB1
2014,4,0x7A4F8F93,0,RGB1
2014,5,0x7A4F8F93,0,RGB1
2015,5,0xFE3A67C4,0,RGB1
2015,6,0xFE3A67C4,0,RGB1
2016,6,0x48CC4F60,0,RGB1
2016,5,0x48CC4F60,1,RGB1
5294,4,0xCE9E2106,0,RGBA
5294,5,0xCE9E2106,0,RGBA
5294,6,0xCE9E2106,0,RGBA
5295,4,0x0F20BB67,0,RGBA
5295,5,0x0F20BB67,0,RGBA
5295,6,0x0F20BB67,0,RGBA
5296,4,0x8FB48090,0,RGBA
5296,5,0x8FB48090,0,RGBA
5296,6,0x8FB48090,0,RGBA
5297,4,0xE3CB1E46,0,RGBA
5297,5,0xE3CB1E46,0,RGBA
5297,6,0xE3CB1E46,0,RGBA
5298,4,0x0DEBB565,0,RGBA
5298,6,0x0DEBB565,0,RGBA
5298,5,0x0DEBB565,0,RGBA
5301,4,0xDA67D146,0,RGB1
5301,5,0xDA67D146,0,RGB1
548,6,0x41EB64F7,0,RGB1
548,5,0x41EB64F7,2,RGB1
2026,6,0x7269FF41,0,RGB1
2026,5,0x7269FF41,0,RGB1
14722,6,0x12D96358,0,RGB1
14722,5,0x12D96358,0,RGB1
14726,6,0x5FE85D8F,0,RGB1
14726,5,0x5FE85D8F,0,RGB1
5318,4,0xC04C39E5,0,RGB1
5318,5,0xC04C39E5,0,RGB1
5318,6,0xC04C39E5,0,RGB1
5320,4,0xBFCDE176,0,RGB1
5320,5,0xBFCDE176,0,RGB1
2042,5,0xF8FB97C3,0,RGB1
2042,4,0xF8FB97C3,0,RGB1
5322,5,0x4E0A1AF1,0,RGBA
5322,4,0x4E0A1AF1,0,RGBA
5322,6,0x4E0A1AF1,0,RGBA
2045,4,0x6C0E0699,0,RGB1
2045,6,0x6C0E0699,0,RGB1
2045,4,0x785DE102,0,RGB1
2045,5,0x785DE102,0,RGB1
2047,5,0xCBD67CCC,0,RGB1
2047,4,0xCBD67CCC,1,RGB1
5326,4,0x1E9EDC9A,0,RGB1
5326,5,0x1E9EDC9A,0,RGB1
5327,5,0x6F99126D,0,RGB1
5327,4,0x6F99126D,0,RGB1
5328,5,0x60D053F4,0,RGB1
5328,4,0x60D053F4,0,RGB1
5329,5,0x0784958E,0,RGB1
5329,4,0x0784958E,0,RGB1
10032,6,0xAC1DF6C6,0,RGB1
10032,5,0xAC1DF6C6,0,RGB1
10042,6,0x7CC3B227,0,RGB1
10042,5,0x7CC3B227,0,RGB1
5463,6,0x75C84A1E,0,RGB1
5463,5,0x75C84A1E,0,RGB1
10045,6,0xBC9678E1,0,RGB1
10045,5,0xBC9678E1,0,RGB1
10036,5,0x14456E44,2,RGBA
10036,6,0x14456E44,0,RGBA
2062,6,0x31129F44,0,RGBA
2062,5,0x31129F44,1,RGBA
5336,6,0xAD997AFC,0,RGBA
5336,5,0xAD997AFC,1,RGBA
2068,6,0x39C0F429,0,RGBA
2068,5,0x39C0F429,1,RGBA
2069,6,0x42688E6E,0,RGBA
2069,5,0x42688E6E,1,RGBA
10063,6,0x79180F90,0,RGBA
10063,5,0x79180F90,2,RGBA
5340,6,0xDDA6127F,0,RGBA
5340,5,0xDDA6127F,0,RGBA
5341,6,0x6E379463,0,RGBA
5341,5,0x6E379463,0,RGBA
10068,6,0x94AD8BE9,0,RGB1
10068,5,0x94AD8BE9,0,RGB1
5343,5,0x58054E03,0,RGB1
5343,6,0x58054E03,0,RGB1
5344,6,0xA991F149,0,RGBA
5344,5,0xA991F149,0,RGBA
5344,4,0xA991F149,0,RGBA
2079,5,0xC99FCBD4,0,RGB1
2079,4,0xC99FCBD4,0,RGB1
5351,5,0xE38159BE,0,RGBA
5352,1,0x07722A9F,0,RGB1
5352,1,0xC234B226,0,RGB1
5353,1,0x4BCBDED1,0,RGB1
5353,1,0xC7996274,0,RGB1
3000,3,0x77457F0A,0,RGB1
5354,5,0x010B492E,1,RGBA
5354,2,0xB409EC5B,0,RGB1
5355,1,0x84A6EECA,0,RGB1
5355,1,0xE4192350,0,RGB1
3001,3,0xA1A0501D,0,RGB1
5356,1,0x602BC5BD,0,RGB1
5356,1,0x7DA323A3,0,RGB1
3002,3,0xD680A931,0,RGB1
5357,5,0xD34CE79D,0,RGB1
5357,2,0x55392BD0,0,RGB1
5357,3,0xCA04743E,0,RGB1
5358,5,0xB9C860A9,0,RGB1
5358,2,0xA08DEFE6,0,RGB1
5358,3,0x69832E62,0,RGB1
5359,5,0x025F7235,0,RGB1
5359,2,0xE9819D36,0,RGB1
5360,5,0x95B038A3,0,RGB1
5360,2,0x3960C04B,0,RGB1
5361,5,0x44A81741,0,RGB1
5361,2,0xB6DC43AC,0,RGB1
5362,5,0x73A7156F,0,RGB1
5362,2,0x14EBDBAD,0,RGB1
5363,5,0x1FA34663,0,RGB1
5363,2,0x5FB1D4A5,0,RGB1
5364,5,0x19B4DCA8,1,RGB1
5364,2,0x1DAD9D4E,0,RGB1
5365,5,0xBDBA21A0,0,RGB1
5365,2,0x907AC695,0,RGB1
5366,5,0xD4980348,1,RGBA
5366,2,0x6019D337,0,RGB1
5367,5,0x260BFEFC,1,RGBA
5367,2,0xE406B3BB,0,RGB1
5368,1,0x31742895,0,RGB1
5369,5,0x54F03EBE,1,RGBA
5369,2,0x8D40E618,0,RGB1
5370,6,0x1761F380,0,RGB1
5370,3,0xFEDEE14F,0,RGB1
5371,6,0x4B2CEA49,1,RGB1
5371,3,0xF115F9E6,0,RGB1
5372,6,0xBCC96575,1,RGB1
5372,3,0x0AC3EAE4,0,RGB1
5373,5,0x40BB6B07,1,RGB1
5373,2,0x9EF122BB,0,RGB1
3011,3,0x1FCA2B4B,0,RGB1
3012,3,0x0590D257,0,RGB1
5374,5,0xA77B4D62,0,RGB1
5374,3,0xC1CFF77C,0,RGB1
5375,5,0x79EF359E,2,RGB1
5375,6,0x79EF359E,1,RGB1
5375,2,0xE3627DB3,0,RGB1
5375,3,0x916CA82D,0,RGB1
5376,5,0x8EBF67F7,2,RGBA
5376,6,0xD10CE23F,2,RGBA
5376,2,0xEF82F7E3,0,RGB1
5376,3,0x2CABA6DD,0,RGB1
5377,5,0x509F71A0,2,RGB1
5377,6,0x3FA2DDB5,3,RGB1
5377,3,0x02008F16,0,RGB1
5378,6,0xB25AED61,0,RGBA
5378,3,0x2C9BFF06,0,RGB1
5379,6,0x11036B55,1,RGBA
5379,3,0x20013180,0,RGB1
5380,6,0xE6FEF028,1,RGBA
5380,3,0x0F09E440,0,RGB1
5381,5,0x1C0A68CA,1,RGBA
5381,2,0x991834EB,0,RGB1
5382,6,0x307D54C2,0,RGBA
5382,3,0x3C4F87F3,0,RGB1
5351,2,0x9B0AF4FA,0,RGBA
5383,6,0x11EEBE33,1,RGBA
5383,3,0x08B0C99D,0,RGB1
5384,6,0x19EF64D9,1,RGBA
5384,3,0x9093C4DD,0,RGB1
3000,2,0xF4E58C6C,0,RGB1
5385,6,0x5D444339,1,RGBA
5385,3,0x2AEAA8E3,0,RGB1
5386,6,0x137CCD75,1,RGBA
5386,3,0xF9B29315,0,RGB1
