groupid,game,crc,grade,notes
9880,2,0xBE6438F1,0,RGB1
9880,3,0xBE6438F1,1,RGB1
9880,3,0xEDC65676,0,RGB1
9881,2,0x3AF35864,0,RGB1
9881,2,0xA1ED7C19,0,RGB1
9881,3,0xB8C32EBF,0,RGB1
9881,3,0xD4F2E377,0,RGB1
9882,2,0xD1A5907F,0,RGB1
9882,3,0xD1A5907F,1,RGB1
9883,2,0xF3A48DF3,0,RGB1
9883,3,0x1215A479,0,RGB1
9884,2,0xCCF6B9B7,0,RGB1
9884,3,0xCCF6B9B7,1,RGB1
9885,2,0x1D2F5E87,0,RGB1
9885,3,0x1D2F5E87,1,RGB1
9886,2,0x50961B3B,0,RGB1
9886,3,0xF167D0CA,0,RGB1
9887,2,0x84897C26,0,RGB1
9887,3,0xC1B6C46B,0,RGB1
1690,2,0xEB84CAD1,0,RGB1
9888,2,0xC4352C8B,0,RGB1
9888,2,0x1F1248ED,0,RGB1
9888,3,0xFFB36326,0,RGB1
9889,2,0xDF616B7E,0,RGB1
9889,3,0xDF616B7E,1,RGB1
9890,2,0xA8A24FB2,0,RGB1
9890,3,0xA8A24FB2,1,RGB1
9891,2,0x27015D9C,0,RGB1
9891,3,0x736ED561,0,RGB1
9892,2,0x42DE22DF,0,RGB1
9892,3,0xE79A3269,0,RGB1
13608,2,0x110E0918,0,RGB1
13608,3,0xBB6B1DE5,0,RGB1
13609,2,0xB0BE5485,0,RGB1
13609,3,0xABFB6440,0,RGB1
9895,2,0x4A00EF1E,0,RGB1
9895,3,0x4531423C,0,RGB1
9896,2,0xA7EB0EF5,0,RGB1
9896,3,0xA789038F,0,RGB1
9897,2,0xD05E01ED,0,RGB1
9897,3,0xC2FF67A9,0,RGB1
9898,2,0x4A430741,0,RGB1
9898,3,0x210CAC9B,0,RGB1
9899,2,0x7FE2C8F7,0,RGB1
9899,3,0x68FA2B75,0,RGB1
9900,2,0x8A603046,0,RGB1
9900,3,0x433D9455,0,RGB1
9901,2,0xD1BAF1A4,0,RGB1
9901,3,0x59FE842E,0,RGB1
9902,2,0xF8D920D9,0,RGB1
9902,3,0x5347E4B7,0,RGB1
9903,2,0x9422F77D,0,RGB1
9903,3,0x211A67D5,0,RGB1
9904,2,0x52BD8602,0,RGB1
9904,3,0xA9D8ED33,0,RGB1
9905,2,0x0F0AE618,0,RGB1
9905,3,0x60774B92,0,RGB1
9906,2,0x3961311C,0,RGB1
9906,3,0xDB347234,0,RGB1
9907,2,0xC44E8178,0,RGB1
9907,3,0x6AD10801,0,RGB1
13635,2,0x90B2FC84,0,RGB1
13635,3,0xE3681591,0,RGB1
9909,2,0x04356C54,0,RGB1
9909,2,0x5A4B9F31,0,RGB1
9909,3,0x5A4B9F31,1,RGB1
9910,2,0x75302874,0,RGB1
9910,3,0x2EBBB415,0,RGB1
9911,2,0x45F69E98,0,RGB1
9911,3,0x0FAC2F0D,1,RGB1
9912,2,0x561CB66B,0,RGB1
9912,3,0x11BB3551,0,RGB1
9913,2,0xB9F38CC4,0,RGB1
9913,3,0x7770A68A,0,RGB1
9914,2,0x158D1697,0,RGB1
9914,3,0x9054AC41,0,RGB1
9915,2,0x10DB5587,0,RGB1
9915,3,0xB657CFD7,0,RGB1
9916,2,0xB69A5E70,0,RGB1
9916,3,0x0AE0DE7E,1,RGB1
9917,2,0x2EE075A9,0,RGB1
9917,3,0x7CFC6FF6,1,RGB1
9918,3,0xCF98B8B2,1,RGB1
9918,2,0xEC346343,0,RGB1
9919,2,0xA10D61BE,0,RGB1
9919,3,0x364AC022,0,RGB1
9920,2,0xF1D7BCC1,0,RGB1
9920,3,0x22BB9AE9,0,RGB1
9921,2,0x439D276C,0,RGB1
9921,3,0x8137C9B8,0,RGB1
13709,2,0x5EF2611E,0,RGB1
13709,3,0xB96DA9BF,0,RGB1
13724,2,0xD35AA6D5,0,RGB1
13724,3,0xFBEEAA31,0,RGB1
9924,2,0xC417397C,0,RGB1
9924,3,0x78D2140F,0,RGB1
9925,2,0x00C1EFF2,0,RGB1
9925,3,0xFF2B4351,0,RGB1
9926,2,0x1F04FC89,0,RGB1
9926,3,0x1A674BA9,0,RGB1
9927,2,0x383FE53E,0,RGB1
9927,3,0xD3683090,0,RGB1
9928,2,0x4CA9963E,0,RGB1
9928,3,0xFF708A5D,0,RGB1
9929,2,0xD76DD7A9,0,RGB1
9929,3,0x8DEFF15A,0,RGB1
9930,2,0xDEE00EDD,0,RGB1
9930,3,0xAAA6106D,0,RGB1
9931,2,0x6D3665B4,0,RGB1
9931,3,0x30FB8467,0,RGB1
9932,2,0xF7C3B523,0,RGB1
9932,3,0x85BB631A,0,RGB1
9933,2,0x71426D92,0,RGB1
9933,3,0xE4450A16,0,RGB1
9934,2,0x017203BA,0,RGB1
9934,3,0xDA8F5C17,0,RGB1
9935,2,0xCD2784CC,0,RGB1
9935,3,0x8F169AD9,0,RGB1
9936,2,0xA72B34D8,0,RGB1
9936,3,0x827A62F7,0,RGB1
9937,2,0x18AC5D4F,0,RGB1
9937,3,0xAEDDFEE1,0,RGB1
9938,2,0x9A32D42F,0,RGB1
9938,3,0xFE359E39,0,RGB1
9939,2,0x7E3A6F2D,0,RGB1
9939,3,0x77B0B844,0,RGB1
1795,3,0xEC285835,0,RGB1
9940,2,0x6D808BF9,0,RGB1
9940,3,0xCB6A0D68,0,RGB1
9941,3,0xA613EA46,4,RGB1
9941,2,0x72670D81,0,RGB1
9941,3,0xDBEEB538,4,RGB1
9942,2,0xF47FE24A,1,RGB1
9942,2,0xF6AEF097,1,RGB1
9942,3,0x09A2A6E5,0,RGB1
9942,3,0x0131B27C,0,RGB1
14233,2,0x22AACB13,0,RGB1
14233,3,0xBC675348,0,RGB1
8775,2,0x047C72A9,0,RGB1
8776,2,0x1EB7A0AD,0,RGB1
9944,2,0xE374CC83,0,RGB1
9944,3,0x2A5461E9,0,RGB1
9945,2,0xBE556D31,0,RGB1
9945,3,0x4BB6844D,0,RGB1
9946,2,0x9EDCA99C,0,RGB1
9946,3,0x9C7CE699,0,RGB1
9947,2,0xB2956A5D,0,RGB1
9947,3,0x870D489B,0,RGB1
9948,2,0xCD4E9B35,0,RGB1
9948,3,0xD83B6160,0,RGB1
9949,2,0x1FE06DF7,0,RGB1
9949,3,0x7CD6090D,0,RGB1
9950,2,0xC434780D,0,RGB1
9950,3,0x0DBD594C,0,RGB1
9951,2,0xC30B2742,0,RGB1
9951,3,0x978623DA,0,RGB1
9952,2,0xEF382F6D,0,RGB1
9952,3,0x3DF36F92,0,RGB1
9953,2,0xED8DBAF4,0,RGB1
9953,3,0x09347433,0,RGB1
9954,2,0xE5839E98,0,RGB1
9954,3,0xF11FCE16,0,RGB1
9955,2,0x1546DEC2,0,RGB1
9955,3,0x45F401C6,0,RGB1
9956,2,0xE6CFB16E,0,RGB1
9956,3,0x2C88EBB5,0,RGB1
9957,2,0x69ED7E21,0,RGB1
9957,3,0xA1B5D86A,0,RGB1
9958,2,0x7943ACA2,0,RGB1
9958,3,0x343AD6C7,0,RGB1
9959,2,0xB32F3F4C,0,RGB1
9959,3,0xC34B4E53,1,RGB1
9960,2,0x6AAF54E6,0,RGB1
9960,3,0x2236FAE9,0,RGB1
9961,2,0xB240DE8C,0,RGB1
9961,3,0xC47450D5,0,RGB1
9962,2,0x4A4704F2,0,RGB1
9962,3,0xF263688A,0,RGB1
9963,2,0x2D3B68B7,0,RGB1
9963,3,0xD151506E,0,RGB1
9964,2,0x651805C4,0,RGB1
9964,3,0xE5A2C582,0,RGB1
9965,2,0x82340761,0,RGB1
9965,3,0x88828AEB,0,RGB1
9966,2,0x9402FF20,0,RGB1
9966,3,0xBD857FC7,0,RGB1
9967,2,0x83638728,0,RGB1
9967,3,0xB53B30C9,0,RGB1
9968,2,0x1EED1BB7,0,RGB1
9968,3,0xDFBD8BE0,0,RGB1
9969,2,0x3AC9417A,0,RGB1
9969,3,0x62F08FB8,0,RGB1
1903,3,0x4EF00968,0,RGB1
9970,2,0x71FBF2C7,0,RGB1
9970,3,0x2B54E28F,0,RGB1
9971,2,0xA100BA85,0,RGB1
9971,3,0x8518A2D4,0,RGB1
9972,2,0xE3FDEC87,0,RGB1
9972,3,0x3C189F31,0,RGB1
9973,2,0xDC406C88,0,RGB1
9973,3,0xBD82F860,0,RGB1
9974,2,0x0367BCBF,0,RGB1
9974,3,0xAD4E549A,0,RGB1
9975,2,0xDFE8E92E,0,RGB1
9975,3,0xE3F5A6FB,0,RGB1
9976,2,0x4815A85C,0,RGB1
9976,3,0xB15FC1B9,0,RGB1
9977,2,0x7534D87B,0,RGB1
9977,3,0x1538DDE2,0,RGB1
9978,2,0x00E4FD5D,0,RGB1
9978,3,0x0F77F51C,0,RGB1
9979,2,0x1D9C0595,0,RGB1
9979,3,0x8C1BCBFD,0,RGB1
9980,2,0xAAAE3F7E,0,RGB1
9980,3,0x076AA689,0,RGB1
9981,2,0xE5F18EA3,0,RGB1
9981,2,0x81B503E7,0,RGB1
9981,3,0x1F5E96C5,0,RGB1
9982,2,0x66FFB02F,0,RGB1
9982,3,0xAF581C86,0,RGB1
9983,2,0x3889A622,0,RGB1
9983,3,0xB0958E17,0,RGB1
9984,3,0x46E519D4,0,RGB1
9984,3,0x56372428,1,RGB1
9985,3,0x40E137F5,0,RGB1
9985,3,0x1197C694,0,RGB1
9986,2,0xEA80E169,0,RGB1
9986,3,0x1E9D2E54,0,RGB1
9987,2,0xB95B7C16,0,RGB1
9987,3,0x7EDEBCD4,0,RGB1
9988,2,0xD49CAE9C,0,RGB1
9988,3,0x6EC83FC2,0,RGB1
9989,2,0xD4EF70FA,0,RGB1
9989,3,0xDDC65F5F,0,RGB1
9990,2,0xAF3F4C58,0,RGB1
9990,3,0x6BDB6E08,0,RGB1
9991,2,0xD84EFAA5,0,RGB1
9991,3,0x257D3E6D,0,RGB1
9992,2,0xCA39EB58,0,RGB1
9992,3,0x0E164962,0,RGB1
9993,2,0x21715E8B,0,RGB1
9993,3,0x02724B20,1,RGB1
9994,2,0x5CA0FFE3,0,RGB1
9994,3,0x9A16EA2D,0,RGB1
9995,2,0x8F5A802C,0,RGB1
9995,3,0x04E09E53,0,RGB1
9996,2,0x655F3BE4,0,RGB1
9996,3,0x804D598B,0,RGB1
9997,2,0x9F051644,0,RGB1
9997,3,0x947D34CC,0,RGB1
9998,2,0x0C0E6BE0,0,RGB1
9998,3,0x09E66B0D,0,RGB1
9999,2,0x75F93EA7,0,RGB1
9999,2,0x64E757DF,0,RGB1
9999,3,0xB13E6572,0,RGB1
10000,3,0xF1BA6D6C,0,RGB1
10000,2,0x75CF984C,0,RGB1
10001,3,0x175922D9,1,RGB1
10001,2,0x4D4C54BB,0,RGB1
10002,2,0x67BBAAE7,0,RGB1
10002,3,0x8FE4DDCE,1,RGB1
2005,3,0x2D98C0F8,0,RGB1
10003,2,0xB444D5B6,0,RGB1
10003,3,0x74E8DBCD,0,RGB1
10003,3,0x991AB11B,0,RGB1
10004,2,0x330F9D06,0,RGB1
10004,3,0xE80F36FF,1,RGB1
2018,3,0xE70F3E3E,0,RGB1
2019,3,0x1911B90D,0,RGB1
10005,2,0xAF976EBC,0,RGB1
10005,3,0xD8140F6C,0,RGB1
10006,3,0x1331F823,1,RGB1
10006,2,0xB7C4F06F,0,RGB1
10006,3,0xCDED4B49,1,RGB1
10007,2,0xFFAF21EC,0,RGB1
10007,3,0x3CC1D533,0,RGB1
10007,3,0x845A9A96,2,RGB1
2021,3,0xCD9C55C9,0,RGB1
2023,2,0xB3E3C7DA,0,RGB1
10008,2,0x9B10FC74,0,RGB1
10008,2,0xEFC2152D,0,RGB1
10008,3,0x5D652A94,2,RGB1
10009,2,0xEBC3D5F3,0,RGB1
10009,3,0x717E765E,0,RGB1
10010,2,0xF039D333,0,RGB1
10010,3,0x334B0DFF,0,RGB1
10011,2,0x06CA1C9B,0,RGB1
10011,3,0x646614B9,0,RGB1
10012,2,0xDC18CEE0,0,RGB1
10012,3,0xC324FB08,0,RGB1
10013,2,0xDC1D7778,0,RGB1
10013,3,0x303BD02C,1,RGB1
10014,2,0x7E5377CA,0,RGB1
10014,3,0x477D61BD,0,RGB1
10015,2,0x0764E690,0,RGB1
10015,3,0x1A4C715D,1,RGB1
2026,3,0x1E15043A,0,RGB1
10016,2,0xDF064291,0,RGB1
10016,3,0xCC9F72A7,0,RGB1
10017,2,0x05794DF2,0,RGB1
10017,3,0xFF185758,0,RGB1
10018,2,0x3716DD96,0,RGB1
10018,3,0x9B6D8952,0,RGB1
10019,2,0x30A46C20,0,RGB1
10019,3,0x1E715FA6,0,RGB1
10020,2,0x0A9B62E3,0,RGB1
10020,3,0x572B9093,0,RGB1
10021,2,0x5063A407,0,RGB1
10021,3,0x2DFEA2F3,1,RGB1
10022,2,0xBBD0B5B7,0,RGB1
10022,3,0x0E28E886,0,RGB1
10023,2,0xC7DE7033,0,RGB1
10023,3,0x8E5DDBE9,0,RGB1
10024,2,0xCE386F54,0,RGB1
10024,3,0xCE97D8F6,0,RGB1
10025,2,0x4352B274,0,RGB1
10025,3,0x4352B274,1,RGB1
2046,3,0x14D21CF8,0,RGB1
2052,3,0x1843668E,0,RGB1
10026,2,0x179CE214,0,RGB1
10026,3,0x5ED97211,0,RGB1
10027,2,0x3400C716,0,RGB1
10027,3,0xB617BCBE,0,RGB1
10027,3,0xD7CD2237,0,RGB1
10028,2,0x89709CFF,0,RGB1
10028,3,0x1B5FD380,0,RGB1
10029,2,0x912627FF,0,RGB1
10029,3,0xA9C3C824,0,RGB1
10030,2,0x63C059A8,0,RGB1
10030,3,0xE74BEA48,0,RGB1
10031,2,0x229883DE,0,RGB1
10031,3,0x99857576,0,RGB1
10032,2,0xD28A8858,0,RGB1
10032,2,0xCE64ADDB,0,RGB1
10032,3,0xCE64ADDB,1,RGB1
10033,2,0x19DD8BCB,0,RGB1
10033,2,0x1A83C0F0,0,RGB1
10033,3,0xC8D62BD0,0,RGB1
10034,2,0xBE459982,0,RGB1
10034,3,0xBE459982,1,RGB1
10035,2,0x089A1066,0,RGB1
10035,3,0x7888FD0A,0,RGB1
10036,2,0x09886458,0,RGB1
10036,3,0x4C379A98,0,RGB1
10037,2,0x2C3B2B2B,0,RGB1
10037,3,0xFFB14B4C,1,RGB1
10038,2,0xA56179D6,0,RGB1
10038,3,0x738FAA8B,0,RGB1
10039,2,0xB9AB2301,0,RGB1
10039,3,0x6B2720E6,0,RGB1
10040,2,0x69F4BDF9,0,RGB1
10040,3,0xB3607408,0,RGB1
10041,2,0x15E56B44,0,RGB1
10041,3,0xFAD58BF2,0,RGB1
10042,2,0x3E8F6ED3,0,RGB1
10042,3,0x3E8F6ED3,1,RGB1
10043,2,0x30F64924,0,RGB1
10043,3,0xE1491E37,0,RGB1
10044,2,0x61150314,0,RGB1
10044,3,0x43018605,0,RGB1
10044,3,0xC54E4F09,0,RGB1
10045,2,0xC6DEA1E1,0,RGB1
10045,3,0xC6DEA1E1,1,RGB1
10046,2,0xFC2F93B7,0,RGB1
10046,3,0xFC2F93B7,1,RGB1
10047,2,0x67B85598,0,RGB1
10047,3,0x718383C7,0,RGB1
10048,2,0x6DD298F5,0,RGB1
10048,3,0x59C231F4,0,RGB1
10049,2,0x43D52522,0,RGB1
10049,3,0x43D52522,1,RGB1
10050,2,0xDA8AB6DE,0,RGB1
10050,3,0xE20D4A50,0,RGB1
10051,2,0xACAC83D5,0,RGB1
10051,3,0xA317E822,0,RGB1
10052,2,0x0890C17C,0,RGB1
10052,3,0xDEAB6717,0,RGB1
10053,2,0x5A7D22C5,0,RGB1
10053,3,0xFA642FDB,0,RGB1
10054,2,0x7C38D229,0,RGB1
10054,3,0x375EC634,1,RGB1
10055,2,0x93E7AD87,0,RGB1
10055,3,0x17836EC0,0,RGB1
10055,3,0xDB912331,0,RGB1
10056,2,0xFA1F9E55,0,RGB1
10056,3,0x10471125,0,RGB1
2067,3,0x7E3D8CAD,0,RGB1
10057,2,0x524A8E10,0,RGB1
10057,3,0xB6E94663,0,RGB1
10058,2,0xD111E01F,0,RGB1
10058,3,0x7DF368A4,0,RGB1
10059,2,0x8749D98B,0,RGB1
10059,3,0x60607EFC,0,RGB1
10060,2,0x167C42B7,0,RGB1
10060,3,0x0FB37BDE,0,RGB1
10061,2,0x56B335D2,0,RGB1
10061,3,0x56B335D2,1,RGB1
10062,2,0x1D51294E,0,RGB1
10062,3,0xE1B529D9,0,RGB1
10063,2,0xF005F46E,0,RGB1
10063,3,0x1451D9CF,1,RGB1
10064,2,0x13703FFD,0,RGB1
10064,3,0x3463B385,0,RGB1
10065,2,0xBF5485DF,0,RGB1
10065,3,0xE023CF45,0,RGB1
10066,2,0x7AA215C6,0,RGB1
10066,3,0xEE3548A3,0,RGB1
10067,2,0xD67B88A1,0,RGB1
10067,3,0x04DD098C,0,RGB1
10068,2,0x99BFB462,0,RGB1
10068,3,0xB5CD4875,0,RGB1
10069,2,0x0CD1F97B,0,RGB1
10069,3,0xF90FD8E6,0,RGB1
10070,2,0x0D71FA23,0,RGB1
10070,3,0x89F1DFC7,1,RGB1
908,1,0xF69A346C,0,RGB1
908,3,0x7A62FA4A,0,RGB1
1330,3,0xBAEFE098,0,RGB1
82,3,0xFF52F143,1,RGB1
82,2,0x88EB5C82,1,RGB1
3131,1,0x65E78683,0,RGB1
6396,2,0x9234423D,1,RGB1
6396,1,0x76CB6D66,0,RGB1
6663,1,0xCEC01087,0,RGB1
6663,1,0x000A0876,0,RGB1
6663,2,0x5E111578,2,RGB1
187,3,0x2D259794,0,RGB1
203,1,0xBE2D28B0,0,RGB1
204,1,0x25295276,0,RGB1
484,1,0xE4DD2EFA,1,RGB1
501,1,0xAE9E78D1,0,RGB1
502,1,0x33EEC799,0,RGB1
602,2,0x4E8452D1,1,RGB1
661,1,0x57CB36FB,0,RGB1
718,1,0xBB92D71E,0,RGB1
718,3,0xDD19A070,0,RGB1
719,3,0x4D7733BF,1,RGB1
719,2,0x686558F5,1,RGB1
8820,1,0x32F4C664,0,RGB1
8820,1,0x2EAD897C,0,RGB1
8820,1,0xB22AD2AE,0,RGB1
8820,1,0x73033A6C,0,RGB1
8820,1,0xF7EDBD64,0,RGB1
8820,2,0x821CB5A0,0,RGB1
8820,3,0x2BA80F03,0,RGB1
809,3,0x1DB56479,0,RGB1
810,3,0xC0B2B04A,0,RGB1
815,3,0x43485CA4,0,RGB1
819,2,0x36DDAAA3,0,RGB1
819,3,0x12F1EA9D,0,RGB1
820,3,0x53132854,0,RGB1
821,3,0x8BD734DA,0,RGB1
823,3,0xD9599E7C,0,RGB1
830,3,0xD617FAA8,0,RGB1
832,3,0x519E5B30,0,RGB1
842,3,0xE96977D2,1,RGB1
843,3,0xAD9A6757,0,RGB1
845,3,0x7323FF3D,0,RGB1
849,3,0xE7814815,0,RGB1
852,3,0x640A830C,0,RGB1
855,3,0x37FA4D84,0,RGB1
10071,2,0x612F47FB,0,RGB1
10071,3,0x1C60DFB2,0,RGB1
10071,1,0xF771091F,0,RGB1
10072,1,0x0923D331,0,RGB1
10072,2,0xD159EF88,0,RGB1
10072,3,0x11BAAC83,2,RGB1
859,3,0x834ECD95,0,RGB1
889,3,0x0027F3DF,0,RGB1
907,1,0x5AE6549E,0,RGB1
10073,1,0x1342C557,0,RGB1
10073,2,0x9F6E98FF,1,RGB1
10073,3,0x9F6E98FF,1,RGB1
909,3,0xFBCC1D1B,0,RGB1
948,3,0x0CBAD3A3,0,RGB1
953,3,0x0ABCCA7A,0,RGB1
972,3,0xF98F3B31,0,RGB1
971,3,0x81288AE1,0,RGB1
973,3,0xFC8A9E71,0,RGB1
974,3,0x5EB290EB,0,RGB1
975,3,0xF71B015B,0,RGB1
976,3,0x82FB4798,0,RGB1
977,3,0xC97C668D,0,RGB1
978,3,0x0332AA36,0,RGB1
979,3,0x2639A651,0,RGB1
980,3,0xA71C1F39,0,RGB1
992,3,0x7FDDE2BD,0,RGB1
1251,3,0xE34CF48A,0,RGB1
1035,3,0xA71D794E,0,RGB1
10074,1,0x70F93BF9,0,RGB1
10074,2,0x95129340,0,RGB1
10074,3,0x8E3E3C27,0,RGB1
1053,3,0xB6B42274,0,RGB1
1054,3,0x2C22EC92,0,RGB1
1055,3,0x59BBD0B0,0,RGB1
1058,3,0x13D76DA8,0,RGB1
10075,1,0xD2BF8900,0,RGB1
10075,2,0xB0EB0604,0,RGB1
10075,3,0x9E70057F,0,RGB1
10076,1,0xBE9E1E88,0,RGB1
10076,2,0x90259E27,0,RGB1
10076,3,0xE1F1C1DD,0,RGB1
10077,1,0x1554C9EA,0,RGB1
10077,2,0x1F88E3DD,0,RGB1
10077,3,0x9279B456,0,RGB1
10078,3,0xB4A35EFF,2,RGB1
10078,1,0x6DF7F28F,0,RGB1
10078,2,0xC0369270,0,RGB1
1063,3,0x6F026B03,0,RGB1
1065,3,0xD09B8F2F,0,RGB1
1066,3,0xF661D3BC,0,RGB1
1068,3,0x5C6A5BD4,0,RGB1
1069,3,0xB319F5B1,0,RGB1
1071,3,0xC7C91AB7,0,RGB1
1072,3,0xD07B8B89,0,RGB1
1105,3,0x7646ABA1,0,RGB1
1106,3,0xE77E40D0,0,RGB1
1107,3,0xCE361649,0,RGB1
1108,3,0x04227171,0,RGB1
1207,3,0x8646DE87,0,RGB1
1110,3,0x86C06DD5,0,RGB1
1210,3,0xC33559D9,0,RGB1
1211,3,0xABED6383,0,RGB1
1769,1,0x016D0EE8,0,RGB1
1126,3,0xF3AFF836,1,RGB1
1184,3,0x44C99447,0,RGB1
1189,3,0x9FB36F12,0,RGB1
1266,3,0x73341A09,0,RGB1
1300,1,0x19FB1FD1,1,RGB1
1300,3,0x8BBD3C48,0,RGB1
1299,1,0x934D19C9,1,RGB1
1299,3,0x23635414,0,RGB1
1301,3,0x6E858746,0,RGB1
1301,1,0x5D0B17AC,1,RGB1
1302,1,0x3E72650B,1,RGB1
1304,1,0xEF3826EF,0,RGB1
1304,3,0x17772600,0,RGB1
1305,3,0x0A39A28E,0,RGB1
1306,3,0xE8BFAB88,0,RGB1
1308,3,0x009E8B33,0,RGB1
10079,1,0xC60576E8,0,RGB1
10079,2,0xB1239A2F,0,RGB1
10079,3,0xB1239A2F,1,RGB1
7764,1,0x3AAB66E6,0,RGB1
7764,2,0xECED0F6B,1,RGB1
7764,3,0xDE9CE24D,1,RGB1
1312,3,0x21EEF892,1,RGB1
10080,1,0x62AB8384,0,RGB1
10080,2,0x35254C1A,0,RGB1
10080,3,0x24752BC9,0,RGB1
1318,3,0x8584B91A,1,RGB1
1567,1,0xBC3F7BB4,0,RGB1
1567,1,0x862B437B,0,RGB1
4621,1,0xFFC84F22,0,RGB1
1469,1,0xE551FC3A,0,RGB1
1335,1,0x42073700,1,RGB1
1335,3,0x1B2AED01,0,RGB1
1336,1,0x9A7F82D8,1,RGB1
1336,3,0xB03BA6BD,0,RGB1
10081,1,0x9072BA26,0,RGB1
10081,2,0x4FDA232B,1,RGB1
10081,2,0xD0A7D96B,0,RGB1
10081,3,0x8E0237CB,0,RGB1
1343,3,0xE1255908,0,RGB1
1344,3,0x5A4737E8,0,RGB1
10082,2,0x0ACC8124,0,RGB1
10082,1,0x39914EA6,0,RGB1
10082,3,0x67A87C30,0,RGB1
1345,3,0xB49E1D70,1,RGB1
1352,3,0xA54B1D08,0,RGB1
1358,3,0x09CAC16D,0,RGB1
1359,3,0xFC8F3FF2,1,RGB1
1361,3,0x1198BA9D,1,RGB1
1362,3,0x154B43D2,1,RGB1
1362,3,0x486765F0,2,RGB1
10083,1,0x598589DB,0,RGB1
10083,2,0xA5104C76,0,RGB1
10083,3,0xBA9E9F18,0,RGB1
1365,1,0x05A9259F,0,RGB1
1366,1,0xFBA5C2AC,0,RGB1
10084,1,0x41AF5607,0,RGB1
10084,2,0x38FD34AF,0,RGB1
10084,3,0xF12F942F,0,RGB1
1368,1,0xAF1FB2FA,0,RGB1
10085,2,0x0CE1143C,0,RGB1
10085,1,0xC72CF33E,0,RGB1
10085,3,0xE4C3877B,0,RGB1
1374,1,0x67982B6B,0,RGB1
1375,1,0xF5265915,0,RGB1
1396,1,0xAD7BE29F,1,RGB1
1396,3,0xC682225C,2,RGB1
1900,2,0x7BBB0135,0,RGB1
1900,1,0xDC479A55,0,RGB1
1900,3,0xE13D4C32,0,RGB1
1901,2,0xAFE2C38F,0,RGB1
1901,1,0x5ABAED82,0,RGB1
10086,1,0xFDC088BA,0,RGB1
10086,2,0x7C81E144,0,RGB1
10086,3,0xB9A7312E,2,RGB1
10087,1,0x0066BFB9,0,RGB1
10087,2,0x2AA55643,1,RGB1
10087,3,0x5D5A0D68,1,RGB1
10088,1,0x3F2D231B,0,RGB1
10088,2,0x8E7AA998,1,RGB1
10088,3,0x27885D2D,2,RGB1
1470,1,0x87CA237B,0,RGB1
1471,1,0x26D1503D,0,RGB1
1481,1,0xE7A32B29,0,RGB1
10089,1,0x2432C84D,0,RGB1
10089,2,0xE826C66E,0,RGB1
10089,3,0xE826C66E,1,RGB1
10090,1,0xFC95181F,0,RGB1
10090,2,0xBC82E5BD,1,RGB1
10090,3,0x0FE6B00D,0,RGB1
2008,1,0xF6AA0402,0,RGB1
2008,2,0x650E9460,0,RGB1
2010,1,0xEFE31493,0,RGB1
2010,3,0xB2414C4D,0,RGB1
2010,2,0x1391EEFD,2,RGB1
1508,3,0x47F50648,0,RGB1
1510,3,0xAD28FDF4,0,RGB1
1519,1,0x519DCCC1,0,RGB1
1521,1,0x2F20C922,0,RGB1
1829,2,0x16735415,0,RGB1
1829,3,0x761A0154,0,RGB1
1830,2,0x4ACB0A6B,0,RGB1
1830,3,0xE6C301AF,2,RGB1
1827,2,0x9EB8E9EA,0,RGB1
1827,3,0xD9503DEF,0,RGB1
1869,2,0x70950D3A,0,RGB1
1869,2,0x40D21423,0,RGB1
1869,2,0x1603F92D,0,RGB1
1869,3,0x02AD7686,0,RGB1
1551,1,0x5F61AF18,0,RGB1
1551,3,0xCA1F54E2,0,RGB1
1536,1,0x9751DA53,0,RGB1
1548,2,0xEB51EC00,0,RGB1
1559,1,0x4E86C7BB,0,RGB1
1559,1,0x044F543B,0,RGB1
1560,1,0xAC8A70F5,0,RGB1
1563,1,0x53EEC429,0,RGB1
1563,1,0xA0EB72BB,0,RGB1
1565,1,0x6E315B4C,0,RGB1
1566,1,0x74963822,1,RGB1
1963,1,0xE5D3E2A1,0,RGB1
1963,3,0x0D3F4197,0,RGB1
1766,1,0xBF2E6BC7,0,RGB1
14232,1,0x1A282E5A,0,RGB1
14232,2,0xE3E8C41A,0,RGB1
14232,3,0x8C5CA29B,0,RGB1
10092,2,0xF94D746C,1,RGB1
10092,1,0xD4C85D8A,0,RGB1
10092,3,0x58B491AB,1,RGB1
13239,1,0x0501F180,1,RGB1
7636,1,0xD6978C8A,0,RGB1
7636,3,0x7EF9FB2D,0,RGB1
7636,1,0xE89940CB,0,RGB1
7636,3,0x6871A7E5,4,RGB1
7637,3,0x9B0D4106,1,RGB1
7637,1,0x92A1451D,0,RGB1
7637,1,0x20A50098,1,RGB1
7637,3,0xE05E9C5C,0,RGB1
7637,3,0xB4CAA7D5,0,RGB1
1730,3,0x3CD35F3A,0,RGB1
1731,3,0xC614C5C8,0,RGB1
1732,3,0x1712A206,0,RGB1
1705,3,0xED5F9778,0,RGB1
1709,3,0x66C46502,0,RGB1
1724,3,0x7F2F5BBE,0,RGB1
1725,3,0xE51D21D0,0,RGB1
1742,3,0x6D5AF518,0,RGB1
1749,1,0x6C7176B0,0,RGB1
1752,3,0xC9658E82,0,RGB1
1798,3,0x5D8F7D4B,0,RGB1
1799,3,0xA76F3EE4,1,RGB1
10093,1,0x7B0EFC86,0,RGB1
10093,2,0x91EE51D2,0,RGB1
